hw_model,Launch,Code name,Fab (nm),Bus interface,clock,Boost clock (MHz),Memory clock (MHz),Core config1,Fillrate Pixel (GP/s),Fillrate Texture (GT/s),Memory Size (MB),Memory Bandwidth (GB/s),Memory Bus type,Memory Bus width (bit),Processing power (GFLOPS) Single precision,Supported API version Direct3D,Supported API version OpenGL,Nvidia Optimustechnology,TDP (Watts)
Quadro M5500,"Apr 8, 2016",GM204,28,PCIe 3.0 x16,861,1140,6606,2048:128:64(16 SMM),73,145.9,8096,211.4,GDDR5,256,4669,12.1,4.5,Yes,150
